"Table[FactorInteger[2^32+2^n+2^m+1],{n,1,31},{m,1,n}]]"
"{{3, 3}, {47, 1}, {3384529, 1}}"
"{{11, 1}, {6323, 1}, {61751, 1}}","{{5, 1}, {9629, 1}, {89209, 1}}"
"{{3, 1}, {23, 1}, {53, 1}, {1174451, 1}}","{{19, 1}, {29, 1}, {7794859, 1}}","{{3, 1}, {7, 1}, {13, 1}, {15732481, 1}}"
"{{5, 1}, {26053, 1}, {32971, 1}}","{{3209, 1}, {1338413, 1}}","{{733, 1}, {5859437, 1}}","{{17, 1}, {101, 1}, {283, 1}, {8839, 1}}"
"{{3, 1}, {1431655777, 1}}","{{10463, 1}, {410491, 1}}","{{3, 2}, {73, 1}, {569, 1}, {11489, 1}}","{{5, 1}, {15797, 1}, {54377, 1}}","{{3, 1}, {61, 1}, {1109, 1}, {21163, 1}}"
"{{17, 1}, {37, 1}, {59, 1}, {115733, 1}}","{{5, 1}, {13, 1}, {66076421, 1}}","{{7, 1}, {11, 1}, {55778797, 1}}","{{4294967377, 1}}","{{113, 1}, {38008561, 1}}","{{5, 2}, {7, 1}, {29, 1}, {239, 1}, {3541, 1}}"
"{{3, 2}, {12329, 1}, {38707, 1}}","{{71, 1}, {89, 1}, {679691, 1}}","{{3, 1}, {757, 1}, {1891223, 1}}","{{131, 1}, {32786011, 1}}","{{3, 1}, {11, 1}, {130150529, 1}}","{{47, 1}, {3803, 1}, {24029, 1}}","{{3, 2}, {4909, 1}, {97213, 1}}"
"{{5, 1}, {858993511, 1}}","{{23873, 1}, {179909, 1}}","{{4294967561, 1}}","{{4294967569, 1}}","{{5, 1}, {37, 1}, {23216041, 1}}","{{1231, 1}, {3489007, 1}}","{{4294967681, 1}}","{{11, 1}, {257, 1}, {1519267, 1}}"
"{{3, 1}, {139, 1}, {10299683, 1}}","{{23, 1}, {461, 1}, {405071, 1}}","{{3, 1}, {7, 1}, {204522277, 1}}","{{5, 2}, {171798713, 1}}","{{3, 3}, {19, 1}, {443, 1}, {18899, 1}}","{{7, 1}, {17, 1}, {36092167, 1}}","{{3, 1}, {13, 1}, {110127383, 1}}","{{5, 1}, {173, 1}, {179, 1}, {27739, 1}}","{{3, 1}, {7, 1}, {683, 1}, {299447, 1}}"
